#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
33,Fri Sep 11 12:47:16 PDT 2020,44,0,UtilityClassSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
34,Fri Sep 11 12:47:21 PDT 2020,44,0,RequiredClassesSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
35,Fri Sep 11 12:47:25 PDT 2020,44,0,MainClassSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
36,Fri Sep 11 14:46:26 PDT 2020,48,4,RequiredClassesSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided+ SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
37,Fri Sep 11 14:46:32 PDT 2020,48,0,MainClassSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
38,Fri Sep 11 14:46:32 PDT 2020,48,0,UtilityClassSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
39,Fri Sep 11 16:59:13 PDT 2020,48,0,UtilityClassSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
40,Fri Sep 11 16:59:24 PDT 2020,56,8,MainClassSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided+ SocialDistanceInterpolatingMainProvided+ SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
41,Fri Sep 11 16:59:24 PDT 2020,56,0,MainClassSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
42,Fri Sep 11 16:59:27 PDT 2020,56,0,StyleSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
43,Fri Sep 11 16:59:37 PDT 2020,56,0,RequiredClassesSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings SocialDistanceUtilityTesterMainProvided , ,
44,Fri Sep 11 17:01:57 PDT 2020,60,4,RequiredClassesSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided+ , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
45,Fri Sep 11 17:02:00 PDT 2020,60,0,UtilityClassSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
46,Fri Sep 11 17:02:10 PDT 2020,60,0,MainClassSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
47,Fri Sep 11 17:06:17 PDT 2020,60,0,MainClassSuite,DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided , ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
48,Fri Sep 11 17:07:35 PDT 2020,72,12,MainClassSuite,BasicMainTest+ DerivedSafetyTest DerivingMainTest+ GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest+ IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided , ,CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
49,Fri Sep 11 17:07:52 PDT 2020,72,0,UtilityClassSuite,BasicMainTest DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided , ,CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
50,Fri Sep 11 17:07:59 PDT 2020,72,0,StyleSuite,BasicMainTest DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided , ,CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
51,Fri Sep 11 17:44:00 PDT 2020,72,0,UtilityClassSuite,BasicMainTest DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided , ,CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
52,Fri Sep 11 17:44:08 PDT 2020,72,0,MainClassSuite,BasicMainTest DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided , ,CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
53,Fri Sep 11 17:44:10 PDT 2020,72,0,StyleSuite,BasicMainTest DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided , ,CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
54,Fri Sep 11 17:44:12 PDT 2020,72,0,RequiredClassesSuite,BasicMainTest DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided , ,CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest PrintGeneratedCombinationInferredSafetyTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
